roundid,matchid,team_initials,coach_name,line_up,shirt_number,player_name,event
238,1641,SUI,FONI Alfredo (ITA),S,7,Hans-Ruedi FUHRER,None
238,1641,ESP,VILLALONGA Jose (ESP),S,10,Luis SUAREZ,None
238,1641,SUI,FONI Alfredo (ITA),S,8,Vittore GOTTARDI,None
238,1641,ESP,VILLALONGA Jose (ESP),S,11,Francisco GENTO,None
238,1641,SUI,FONI Alfredo (ITA),S,10,Robert HOSP,None
238,1641,ESP,VILLALONGA Jose (ESP),S,15,Severino REIJA,None
238,1641,SUI,FONI Alfredo (ITA),S,11,Koebi KUHN,None
238,1641,ESP,VILLALONGA Jose (ESP),S,17,GALLEGO,None
238,1641,SUI,FONI Alfredo (ITA),S,14,Werner LEIMGRUBER,None
238,1641,ESP,VILLALONGA Jose (ESP),S,18,PIRRI,None
238,1641,SUI,FONI Alfredo (ITA),S,16,Rene-Pierre QUENTIN,G28'
238,1641,ESP,VILLALONGA Jose (ESP),S,20,Joaquin PEIRO,None
238,1641,SUI,FONI Alfredo (ITA),S,19,Xavier STIERLI,None
238,1641,ESP,VILLALONGA Jose (ESP),N,3,ELADIO,None
238,1641,SUI,FONI Alfredo (ITA),N,2,Willy ALLEMANN,None
238,1641,ESP,VILLALONGA Jose (ESP),N,6,Jesus GLARIA,None
238,1641,SUI,FONI Alfredo (ITA),N,6,Richard DUERR,None
238,1641,ESP,VILLALONGA Jose (ESP),N,7,Armando UFARTE,None
238,1641,SUI,FONI Alfredo (ITA),N,9,Andre GROBETY,None
238,1641,ESP,VILLALONGA Jose (ESP),N,9,MARCELINO,None
238,1641,SUI,FONI Alfredo (ITA),N,12,Leo EICHMANN,None
238,1641,ESP,VILLALONGA Jose (ESP),N,12,Antonio BETANCOURT,None
238,1641,SUI,FONI Alfredo (ITA),N,13,Fritz KUENZLI,None
238,1641,ESP,VILLALONGA Jose (ESP),N,13,Miguel REINA,None
238,1641,SUI,FONI Alfredo (ITA),N,15,Karl ODERMATT,None
238,1641,ESP,VILLALONGA Jose (ESP),N,14,Feliciano RIVILLA,None
238,1641,SUI,FONI Alfredo (ITA),N,17,Jean-Claude SCHINDELHOLZ,None
238,1641,ESP,VILLALONGA Jose (ESP),N,16,Fernando OLIVELLA,None
238,1641,SUI,FONI Alfredo (ITA),N,18,Heinz SCHNEITER,None
238,1641,ESP,VILLALONGA Jose (ESP),N,19,Jose Maria FUSTE,None
238,1641,SUI,FONI Alfredo (ITA),N,20,Ely TACCHELLA,None
238,1641,ESP,VILLALONGA Jose (ESP),N,21,ADELARDO,None
238,1641,SUI,FONI Alfredo (ITA),N,21,Georges VUILLEUMIER,None
238,1641,ESP,VILLALONGA Jose (ESP),N,22,Carlos LAPETRA,None
238,1641,SUI,FONI Alfredo (ITA),N,22,Mario PROSPERI,None
238,1597,HUN,BAROTI Lajos (HUN),S,21,Jozsef GELEI,None
238,1597,BRA,FEOLA Vicente (BRA),S,1,GILMAR (Gilmar Dos Santos Neves),None
238,1597,HUN,BAROTI Lajos (HUN),S,2,Beno KAPOSZTA,None
238,1597,BRA,FEOLA Vicente (BRA),S,2,DJALMA SANTOS,None
238,1597,HUN,BAROTI Lajos (HUN),S,3,Sandor MATRAI,None
238,1597,BRA,FEOLA Vicente (BRA),S,4,BELLINI,None
238,1597,HUN,BAROTI Lajos (HUN),S,5,Kalman MESZOLY,P73'
238,1597,BRA,FEOLA Vicente (BRA),S,6,ALTAIR,None
238,1597,HUN,BAROTI Lajos (HUN),S,6,Ferenc SIPOS,None
238,1597,BRA,FEOLA Vicente (BRA),S,8,PAULO HENRIQUE,None
238,1597,HUN,BAROTI Lajos (HUN),S,7,Ferenc BENE,G2'
238,1597,BRA,FEOLA Vicente (BRA),S,11,GERSON,None
238,1597,HUN,BAROTI Lajos (HUN),S,9,Florian ALBERT,None
238,1597,BRA,FEOLA Vicente (BRA),S,14,LIMA,None
238,1597,HUN,BAROTI Lajos (HUN),S,10,Janos FARKAS,G64'
238,1597,BRA,FEOLA Vicente (BRA),S,16,GARRINCHA,None
238,1597,HUN,BAROTI Lajos (HUN),S,11,Gyula RAKOSI,None
238,1597,BRA,FEOLA Vicente (BRA),S,17,JAIRZINHO,None
238,1597,HUN,BAROTI Lajos (HUN),S,13,Imre MATHESZ,None
238,1597,BRA,FEOLA Vicente (BRA),S,18,ALCINDO,None
238,1597,HUN,BAROTI Lajos (HUN),S,17,Gusztav SZEPESI,None
238,1597,BRA,FEOLA Vicente (BRA),S,20,TOSTAO,G14'
238,1597,HUN,BAROTI Lajos (HUN),N,1,Antal SZENTIMIHALYI,None
238,1597,BRA,FEOLA Vicente (BRA),N,3,FIDELIS,None
238,1597,HUN,BAROTI Lajos (HUN),N,4,Kalman SOVARI,None
238,1597,BRA,FEOLA Vicente (BRA),N,5,BRITO,None
238,1597,HUN,BAROTI Lajos (HUN),N,8,Zoltan VARGA,None
238,1597,BRA,FEOLA Vicente (BRA),N,7,ORLANDO,None
238,1597,HUN,BAROTI Lajos (HUN),N,12,Mate FENYVESI,None
238,1597,BRA,FEOLA Vicente (BRA),N,9,RILDO,None
238,1597,HUN,BAROTI Lajos (HUN),N,14,Istvan NAGY,None
238,1597,BRA,FEOLA Vicente (BRA),N,10,PEL� (Edson Arantes do Nascimento),None
238,1597,HUN,BAROTI Lajos (HUN),N,15,Dezso MOLNAR,None
238,1597,BRA,FEOLA Vicente (BRA),N,12,MANGA,None
238,1597,HUN,BAROTI Lajos (HUN),N,16,Lajos TICHY,None
238,1597,BRA,FEOLA Vicente (BRA),N,13,DENILSON,None
238,1597,HUN,BAROTI Lajos (HUN),N,18,Kalman IHASZ,None
238,1597,BRA,FEOLA Vicente (BRA),N,15,ZITO,None
238,1597,HUN,BAROTI Lajos (HUN),N,19,Lajos PUSKAS,None
238,1597,BRA,FEOLA Vicente (BRA),N,19,SILVA,None
238,1597,HUN,BAROTI Lajos (HUN),N,20,Antal NAGY,None
238,1597,BRA,FEOLA Vicente (BRA),N,21,PARANA,None
238,1597,HUN,BAROTI Lajos (HUN),N,22,Istvan GECZI,None
238,1597,BRA,FEOLA Vicente (BRA),N,22,EDU,None
238,1609,PRK,MYUNG Rye Hyun (PRK),S,1,LEE Chang Myung,None
238,1609,CHI,ALAMOS Luis (CHI),S,13,Juan OLIVARES,None
238,1609,PRK,MYUNG Rye Hyun (PRK),S,2,PAK Li Sup,None
238,1609,CHI,ALAMOS Luis (CHI),S,1,Pedro ARAYA,None
238,1609,PRK,MYUNG Rye Hyun (PRK),S,3,SHIN Yung Kyoo,None
238,1609,CHI,ALAMOS Luis (CHI),S,4,Humberto CRUZ,None
238,1609,PRK,MYUNG Rye Hyun (PRK),S,5,LIM Zoong Sun,None
238,1609,CHI,ALAMOS Luis (CHI),S,7,Elias FIGUEROA,None
238,1609,PRK,MYUNG Rye Hyun (PRK),S,6,IM Seung Hwi,None
238,1609,CHI,ALAMOS Luis (CHI),S,8,Alberto FOUILLOUX,None
238,1609,PRK,MYUNG Rye Hyun (PRK),S,7,PAK Doo Ik,None
238,1609,CHI,ALAMOS Luis (CHI),S,11,Honorino LANDA,None
238,1609,PRK,MYUNG Rye Hyun (PRK),S,8,PAK Seung Zin,G88'
238,1609,CHI,ALAMOS Luis (CHI),S,12,Ruben MARCOS,Y1' P26'
238,1609,PRK,MYUNG Rye Hyun (PRK),S,11,HAN Bong Zin,None
238,1609,CHI,ALAMOS Luis (CHI),S,14,Ignacio PRIETO,None
238,1609,PRK,MYUNG Rye Hyun (PRK),S,12,KIM Seung Il,None
238,1609,CHI,ALAMOS Luis (CHI),S,17,Leonel SANCHEZ,None
238,1609,PRK,MYUNG Rye Hyun (PRK),S,13,OH Yoon Kyung,None
238,1609,CHI,ALAMOS Luis (CHI),S,20,Alberto VALENTINI,None
238,1609,PRK,MYUNG Rye Hyun (PRK),S,16,LI Dong Woon,None
238,1609,CHI,ALAMOS Luis (CHI),S,21,Hugo VILLANUEVA,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,4,KANG Bong Chil,None
238,1609,CHI,ALAMOS Luis (CHI),N,2,Hugo BERLY,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,9,LEE Keun Hak,None
238,1609,CHI,ALAMOS Luis (CHI),N,3,Carlos CAMPOS,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,10,KANG Ryong Woon,None
238,1609,CHI,ALAMOS Luis (CHI),N,5,Humberto DONOSO,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,14,HA Yung Won,None
238,1609,CHI,ALAMOS Luis (CHI),N,6,Luis EYZAGUIRRE,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,15,YANG Seung Kook,None
238,1609,CHI,ALAMOS Luis (CHI),N,9,Adan GODOY,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,17,KIM Bong Hwan,None
238,1609,CHI,ALAMOS Luis (CHI),N,10,Roberto HODGE,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,18,KE Seung Woon,None
238,1609,CHI,ALAMOS Luis (CHI),N,15,Jaime RAMIREZ,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,19,KIM Yung Kil,None
238,1609,CHI,ALAMOS Luis (CHI),N,16,Orlando RAMIREZ,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,20,RYOO Chang Kil,None
238,1609,CHI,ALAMOS Luis (CHI),N,18,Armando TOBAR,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,21,AN Se Bok,None
238,1609,CHI,ALAMOS Luis (CHI),N,19,Francisco VALDES,None
238,1609,PRK,MYUNG Rye Hyun (PRK),N,22,LI Chi An,None
238,1609,CHI,ALAMOS Luis (CHI),N,22,Guillermo YAVAR,None
238,1602,POR,GLORIA Otto (BRA),S,3,JOSE PEREIRA,None
238,1602,BUL,VYTLACIL Rudolf (TCH),S,1,Georgi NAIDENOV,None
238,1602,POR,GLORIA Otto (BRA),S,4,VICENTE,None
238,1602,BUL,VYTLACIL Rudolf (TCH),S,2,Aleksandar SHALAMANOV,None
238,1602,POR,GLORIA Otto (BRA),S,5,GERMANO,None
238,1602,BUL,VYTLACIL Rudolf (TCH),S,3,Ivan VUTSOV,W17'
238,1602,POR,GLORIA Otto (BRA),S,9,HILARIO,None
238,1602,BUL,VYTLACIL Rudolf (TCH),S,4,Boris GAGANELOV,None
238,1602,POR,GLORIA Otto (BRA),S,10,MARIO COLUNA,None
238,1602,BUL,VYTLACIL Rudolf (TCH),S,5,Dimitar PENEV,None
238,1602,POR,GLORIA Otto (BRA),S,11,ANTONIO SIMOES,None
238,1602,BUL,VYTLACIL Rudolf (TCH),S,6,Dobromir JECHEV,None
238,1602,POR,GLORIA Otto (BRA),S,12,JOSE AUGUSTO,None
238,1602,BUL,VYTLACIL Rudolf (TCH),S,7,Dinko DERMENDZHIEV,Y1'
238,1602,POR,GLORIA Otto (BRA),S,13,EUSEBIO (Eusebio da Silva Ferreira),Y1' G38'
238,1602,BUL,VYTLACIL Rudolf (TCH),S,9,Georgi ASPARUKHOV,None
238,1602,POR,GLORIA Otto (BRA),S,16,JAIME GRACA,None
238,1602,BUL,VYTLACIL Rudolf (TCH),S,10,Petar ZHEKOV,None
238,1602,POR,GLORIA Otto (BRA),S,18,JOSE TORRES,G81'
238,1602,BUL,VYTLACIL Rudolf (TCH),S,13,Dimitar YAKIMOV,None
238,1602,POR,GLORIA Otto (BRA),S,22,FESTA,None
238,1602,BUL,VYTLACIL Rudolf (TCH),S,16,Aleksandar KOSTOV,None
238,1602,POR,GLORIA Otto (BRA),N,1,AMERICO,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,8,Stoyan KITOV,None
238,1602,POR,GLORIA Otto (BRA),N,2,CARVALHO,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,11,Ivan KOLEV,None
238,1602,POR,GLORIA Otto (BRA),N,6,PERES,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,12,Vasil METODIEV,None
238,1602,POR,GLORIA Otto (BRA),N,7,ERNESTO,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,14,Nikola KOTKOV,None
238,1602,POR,GLORIA Otto (BRA),N,8,LOURENCO,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,15,Dimitar LARGOV,None
238,1602,POR,GLORIA Otto (BRA),N,14,FERNANDO CRUZ,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,17,Stefan ABADZHIEV,None
238,1602,POR,GLORIA Otto (BRA),N,15,MANUEL DUARTE,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,18,Evgeni YANCHOVSKI,None
238,1602,POR,GLORIA Otto (BRA),N,17,MORAIS,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,19,Vidin APOSTOLOV,None
238,1602,POR,GLORIA Otto (BRA),N,19,FERREIRA PINTO,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,20,Ivan DAVIDOV,None
238,1602,POR,GLORIA Otto (BRA),N,20,ALEXANDRE BAPTISTA,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,21,Simeon SIMEONOV,None
238,1602,POR,GLORIA Otto (BRA),N,21,JOSE CARLOS,None
238,1602,BUL,VYTLACIL Rudolf (TCH),N,22,Ivan DEYANOV,None
238,1579,FRG,SCHOEN Helmut (FRG),S,1,Hans TILKOWSKI,None
238,1579,ARG,LORENZO Juan Carlos (ARG),S,1,Antonio ROMA,None
238,1579,FRG,SCHOEN Helmut (FRG),S,2,Horst-Dieter HOETTGES,None
238,1579,ARG,LORENZO Juan Carlos (ARG),S,4,Roberto PERFUMO,None
238,1579,FRG,SCHOEN Helmut (FRG),S,3,Karl-Heinz SCHNELLINGER,None
238,1579,ARG,LORENZO Juan Carlos (ARG),S,7,Silvio MARZOLINI,None
238,1579,FRG,SCHOEN Helmut (FRG),S,4,Franz BECKENBAUER,Y1'
238,1579,ARG,LORENZO Juan Carlos (ARG),S,8,Roberto FERRERO,None
238,1579,FRG,SCHOEN Helmut (FRG),S,5,Willi SCHULZ,None
238,1579,ARG,LORENZO Juan Carlos (ARG),S,10,Antonio RATTIN,None
238,1579,FRG,SCHOEN Helmut (FRG),S,6,Wolfgang WEBER,None
238,1579,ARG,LORENZO Juan Carlos (ARG),S,12,Rafael ALBRECHT,R65'
238,1579,FRG,SCHOEN Helmut (FRG),S,7,Albert BRUELLS,None
238,1579,ARG,LORENZO Juan Carlos (ARG),S,15,Jorge SOLARI,None
238,1579,FRG,SCHOEN Helmut (FRG),S,8,Helmut HALLER,None
238,1579,ARG,LORENZO Juan Carlos (ARG),S,16,Alberto GONZALEZ,None
238,1579,FRG,SCHOEN Helmut (FRG),S,9,Uwe SEELER,None
238,1579,ARG,LORENZO Juan Carlos (ARG),S,19,Luis ARTIME,None
238,1579,FRG,SCHOEN Helmut (FRG),S,10,Sigi HELD,None
238,1579,ARG,LORENZO Juan Carlos (ARG),S,20,Ermindo ONEGA,None
238,1579,FRG,SCHOEN Helmut (FRG),S,12,Wolfgang OVERATH,None
238,1579,ARG,LORENZO Juan Carlos (ARG),S,21,Oscar MAS,None
238,1579,FRG,SCHOEN Helmut (FRG),N,11,Lothar EMMERICH,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,2,Roland IRUSTA,None
238,1579,FRG,SCHOEN Helmut (FRG),N,13,Heinz HORNIG,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,3,Hugo GATTI,None
238,1579,FRG,SCHOEN Helmut (FRG),N,14,Friedel LUTZ,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,5,Jose VARACKA,None
238,1579,FRG,SCHOEN Helmut (FRG),N,15,Bernd PATZKE,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,6,Oscar CALICS,None
238,1579,FRG,SCHOEN Helmut (FRG),N,16,Max LORENZ,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,9,Carmelo SIMEONE,None
238,1579,FRG,SCHOEN Helmut (FRG),N,17,Wolfgang PAUL,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,11,Jose PASTORIZA,None
238,1579,FRG,SCHOEN Helmut (FRG),N,18,Klaus-Dieter SIELOFF,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,13,Nelson LOPEZ,None
238,1579,FRG,SCHOEN Helmut (FRG),N,19,Werner KRAEMER,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,14,Mario CHALDU,None
238,1579,FRG,SCHOEN Helmut (FRG),N,20,Juergen GRABOWSKI,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,17,Juan SARNARI,None
238,1579,FRG,SCHOEN Helmut (FRG),N,21,Guenter BERNARD,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,18,Alfredo ROJAS,None
238,1579,FRG,SCHOEN Helmut (FRG),N,22,Sepp MAIER,None
238,1579,ARG,LORENZO Juan Carlos (ARG),N,22,Anibal TARABINI,None
238,1682,URS,MOROZOV Nikolai (URS),S,1,Lev YASHIN,None
238,1682,ITA,FABBRI Edmondo (ITA),S,1,Enrico ALBERTOSI,None
238,1682,URS,MOROZOV Nikolai (URS),S,4,Vladimir PONOMARYOV,None
238,1682,ITA,FABBRI Edmondo (ITA),S,4,Giacomo BULGARELLI,None
238,1682,URS,MOROZOV Nikolai (URS),S,6,Albert SHESTERNYOV,None
238,1682,ITA,FABBRI Edmondo (ITA),S,5,Tarcisio BURGNICH,None
238,1682,URS,MOROZOV Nikolai (URS),S,7,Murtaz KHURTSILAVA,None
238,1682,ITA,FABBRI Edmondo (ITA),S,6,Giacinto FACCHETTI,None
238,1682,URS,MOROZOV Nikolai (URS),S,8,Yozhef SABO,Y1'
238,1682,ITA,FABBRI Edmondo (ITA),S,12,Gianfranco LEONCINI,None
238,1682,URS,MOROZOV Nikolai (URS),S,10,Vasily DANILOV,None
238,1682,ITA,FABBRI Edmondo (ITA),S,13,Giovanni LODETTI,None
238,1682,URS,MOROZOV Nikolai (URS),S,11,Igor CHISLENKO,G57'
238,1682,ITA,FABBRI Edmondo (ITA),S,14,Sandro MAZZOLA,None
238,1682,URS,MOROZOV Nikolai (URS),S,12,Valeri VORONIN,None
238,1682,ITA,FABBRI Edmondo (ITA),S,15,Luigi MERONI,None
238,1682,URS,MOROZOV Nikolai (URS),S,15,Galimzyan KHUSAINOV,None
238,1682,ITA,FABBRI Edmondo (ITA),S,16,Ezio PASCUTTI,None
238,1682,URS,MOROZOV Nikolai (URS),S,18,Anatoli BANISHEVSKI,None
238,1682,ITA,FABBRI Edmondo (ITA),S,21,Roberto ROSATO,None
238,1682,URS,MOROZOV Nikolai (URS),S,19,Eduard MALOFEYEV,None
238,1682,ITA,FABBRI Edmondo (ITA),S,22,Sandro SALVADORE,None
238,1682,URS,MOROZOV Nikolai (URS),N,2,Viktor SEREBRYANIKOV,None
238,1682,ITA,FABBRI Edmondo (ITA),N,2,Roberto ANZOLIN,None
238,1682,URS,MOROZOV Nikolai (URS),N,3,Leonid OSTROVSKI,None
238,1682,ITA,FABBRI Edmondo (ITA),N,3,Paolo BARISON,None
238,1682,URS,MOROZOV Nikolai (URS),N,5,Valentin AFONIN,None
238,1682,ITA,FABBRI Edmondo (ITA),N,7,Romano FOGLI,None
238,1682,URS,MOROZOV Nikolai (URS),N,9,Viktor GETMANOV,None
238,1682,ITA,FABBRI Edmondo (ITA),N,8,Aristide GUARNERI,None
238,1682,URS,MOROZOV Nikolai (URS),N,13,Alexey KORNEEV,None
238,1682,ITA,FABBRI Edmondo (ITA),N,9,Francesco JANICH,None
238,1682,URS,MOROZOV Nikolai (URS),N,14,Georgi SICHINAVA,None
238,1682,ITA,FABBRI Edmondo (ITA),N,10,Antonio JULIANO,None
238,1682,URS,MOROZOV Nikolai (URS),N,16,Slava METREVELI,None
238,1682,ITA,FABBRI Edmondo (ITA),N,11,Spartaco LANDINI,None
238,1682,URS,MOROZOV Nikolai (URS),N,17,Valeriy PORKUYAN,None
238,1682,ITA,FABBRI Edmondo (ITA),N,17,Marino PERANI,None
238,1682,URS,MOROZOV Nikolai (URS),N,20,Eduard MARKAROV,None
238,1682,ITA,FABBRI Edmondo (ITA),N,18,Pierluigi PIZZABALLA,None
238,1682,URS,MOROZOV Nikolai (URS),N,21,Anzor KAVAZASHVILI,None
238,1682,ITA,FABBRI Edmondo (ITA),N,19,Gianni RIVERA,None
238,1682,URS,MOROZOV Nikolai (URS),N,22,Victor BANNIKOV,None
238,1682,ITA,FABBRI Edmondo (ITA),N,20,Francesco RIZZO,None
238,1634,ENG,RAMSEY Alf (ENG),S,1,Gordon BANKS,None
238,1634,MEX,TRELLEZ Ignacio (MEX),S,12,Ignacio CALDERON,None
238,1634,ENG,RAMSEY Alf (ENG),S,2,George COHEN,None
238,1634,MEX,TRELLEZ Ignacio (MEX),S,2,Arturo CHAIREZ,None
238,1634,ENG,RAMSEY Alf (ENG),S,3,Ray WILSON,None
238,1634,MEX,TRELLEZ Ignacio (MEX),S,3,Gustavo PENA,None
238,1634,ENG,RAMSEY Alf (ENG),S,4,Nobby STILES,None
238,1634,MEX,TRELLEZ Ignacio (MEX),S,4,Jesus DEL MURO,None
238,1634,ENG,RAMSEY Alf (ENG),S,5,Jack CHARLTON,None
238,1634,MEX,TRELLEZ Ignacio (MEX),S,5,Ignacio JAUREGUI,None
238,1634,ENG,RAMSEY Alf (ENG),S,6,Bobby MOORE,None
238,1634,MEX,TRELLEZ Ignacio (MEX),S,6,Isidoro DIAZ,None
238,1634,ENG,RAMSEY Alf (ENG),S,8,Jimmy GREAVES,None
238,1634,MEX,TRELLEZ Ignacio (MEX),S,8,Aaron PADILLA,None
238,1634,ENG,RAMSEY Alf (ENG),S,9,Bobby CHARLTON,G37'
238,1634,MEX,TRELLEZ Ignacio (MEX),S,14,Gabriel NUNEZ,None
238,1634,ENG,RAMSEY Alf (ENG),S,16,Martin PETERS,None
238,1634,MEX,TRELLEZ Ignacio (MEX),S,15,Guillermo HERNANDEZ,None
238,1634,ENG,RAMSEY Alf (ENG),S,19,Terry PAINE,None
238,1634,MEX,TRELLEZ Ignacio (MEX),S,19,Salvador REYES,None
238,1634,ENG,RAMSEY Alf (ENG),S,21,Roger HUNT,G75'
238,1634,MEX,TRELLEZ Ignacio (MEX),S,20,Enrique BORJA,None
238,1634,ENG,RAMSEY Alf (ENG),N,7,Alan BALL,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,1,Antonio CARBAJAL,None
238,1634,ENG,RAMSEY Alf (ENG),N,10,Geoff HURST,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,7,Felipe RUVALCABA,None
238,1634,ENG,RAMSEY Alf (ENG),N,11,John CONNELLY,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,9,Ernesto CISNEROS,None
238,1634,ENG,RAMSEY Alf (ENG),N,12,Ron SPRINGETT,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,10,Javier FRAGOSO,None
238,1634,ENG,RAMSEY Alf (ENG),N,13,Peter BONETTI,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,11,Francisco JARA,None
238,1634,ENG,RAMSEY Alf (ENG),N,14,Jimmy ARMFIELD,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,13,Jose Luis GONZALEZ,None
238,1634,ENG,RAMSEY Alf (ENG),N,15,Gerry BYRNE,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,16,Luis REGUEIRO,None
238,1634,ENG,RAMSEY Alf (ENG),N,17,Ron FLOWERS,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,17,Magdaleno MERCADO,None
238,1634,ENG,RAMSEY Alf (ENG),N,18,Norman HUNTER,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,18,Elias MUNOZ,None
238,1634,ENG,RAMSEY Alf (ENG),N,20,Ian CALLAGHAN,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,21,Ramiro NAVARRO,None
238,1634,ENG,RAMSEY Alf (ENG),N,22,George EASTHAM,None
238,1634,MEX,TRELLEZ Ignacio (MEX),N,22,Javier VARGAS,None
238,1689,URU,VIERA Ondino (URU),S,1,Ladislao MAZURKIEWICZ,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,1,Antonio CARBAJAL,None
238,1689,URU,VIERA Ondino (URU),S,2,Horacio TROCHE,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,2,Arturo CHAIREZ,None
238,1689,URU,VIERA Ondino (URU),S,3,Jorge MANICERA,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,3,Gustavo PENA,None
238,1689,URU,VIERA Ondino (URU),S,5,Nestor GONCALVES,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,6,Isidoro DIAZ,None
238,1689,URU,VIERA Ondino (URU),S,6,Omar CAETANO,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,8,Aaron PADILLA,None
238,1689,URU,VIERA Ondino (URU),S,7,Julio CORTES,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,9,Ernesto CISNEROS,None
238,1689,URU,VIERA Ondino (URU),S,9,Jose SASIA,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,14,Gabriel NUNEZ,None
238,1689,URU,VIERA Ondino (URU),S,10,Pedro ROCHA,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,15,Guillermo HERNANDEZ,None
238,1689,URU,VIERA Ondino (URU),S,11,Domingo PEREZ,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,17,Magdaleno MERCADO,None
238,1689,URU,VIERA Ondino (URU),S,15,Luis UBINA,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,19,Salvador REYES,None
238,1689,URU,VIERA Ondino (URU),S,18,Milton VIERA,None
238,1689,MEX,TRELLEZ Ignacio (MEX),S,20,Enrique BORJA,None
238,1689,URU,VIERA Ondino (URU),N,4,Pablo FORLAN,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,4,Jesus DEL MURO,None
238,1689,URU,VIERA Ondino (URU),N,8,Jose URRUZMENDI,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,5,Ignacio JAUREGUI,None
238,1689,URU,VIERA Ondino (URU),N,12,Roberto Eduardo SOSA,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,7,Felipe RUVALCABA,None
238,1689,URU,VIERA Ondino (URU),N,13,Nelson DIAZ,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,10,Javier FRAGOSO,None
238,1689,URU,VIERA Ondino (URU),N,14,Emilio ALVAREZ,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,11,Francisco JARA,None
238,1689,URU,VIERA Ondino (URU),N,16,Eliseo ALVAREZ,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,12,Ignacio CALDERON,None
238,1689,URU,VIERA Ondino (URU),N,17,Hector SALVA,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,13,Jose Luis GONZALEZ,None
238,1689,URU,VIERA Ondino (URU),N,19,Hector SILVA,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,16,Luis REGUEIRO,None
238,1689,URU,VIERA Ondino (URU),N,20,Luis RAMOS,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,18,Elias MUNOZ,None
238,1689,URU,VIERA Ondino (URU),N,21,Victor ESPARRAGO,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,21,Ramiro NAVARRO,None
238,1689,URU,VIERA Ondino (URU),N,22,Walter TAIBO,None
238,1689,MEX,TRELLEZ Ignacio (MEX),N,22,Javier VARGAS,None
238,1582,ARG,LORENZO Juan Carlos (ARG),S,1,Antonio ROMA,None
238,1582,SUI,FONI Alfredo (ITA),S,12,Leo EICHMANN,None
238,1582,ARG,LORENZO Juan Carlos (ARG),S,4,Roberto PERFUMO,None
